order_id,order_date,customer_id,category,sales,profit,quantity
49,2021-01-09 18:04:58.849808301,1957,Fashion,199.28,-33.01,5
50,2021-01-09 22:27:35.075845974,1686,Home,269.57,13.03,2
51,2021-01-10 02:50:11.301883647,1957,Beauty,472.15,49.49,5
52,2021-01-10 07:12:47.527921320,1562,Home,254.68,79.92,3
53,2021-01-10 11:35:23.753958993,2899,Electronics,427.0,41.165,1
54,2021-01-10 15:57:59.979996666,2590,Home,406.22,40.81,2
55,2021-01-10 20:20:36.206034339,2267,Electronics,322.99,-45.61,1
56,2021-01-11 00:43:12.432072012,1831,Beauty,287.7,95.91,3
57,2021-01-11 05:05:48.658109685,2528,Home,57.76,-80.11,1
58,2021-01-11 09:28:24.884147357,2154,Home,167.0,-53.41,3
59,2021-01-11 13:51:01.110185030,2508,Beauty,542.88,43.62,5
60,2021-01-11 18:13:37.336222703,2842,Electronics,182.39,103.72,2
61,2021-01-11 22:36:13.562260376,1646,Home,237.5,90.18,4
62,2021-01-12 02:58:49.788298049,1020,Electronics,226.24,31.97,3
63,2021-01-12 07:21:26.014335722,1840,Home,168.76,75.58,5
64,2021-01-12 11:44:02.240373395,1166,Fashion,260.07,-45.24,1
65,2021-01-12 16:06:38.466411068,2297,Home,229.76,41.165,5
66,2021-01-12 20:29:14.692448741,1387,Beauty,259.635,-3.73,1
67,2021-01-13 00:51:50.918486414,1600,Beauty,119.75,-37.99,1
68,2021-01-13 05:14:27.144524087,1315,Electronics,108.43,11.26,1
69,2021-01-13 09:37:03.370561760,1013,Home,392.76,23.29,1
70,2021-01-13 13:59:39.596599433,1241,Electronics,16.24,3.02,2
71,2021-01-13 18:22:15.822637106,1776,Electronics,261.61,19.46,1
72,2021-01-13 22:44:52.048674779,2369,Fashion,468.04,-188.92,2
73,2021-01-14 03:07:28.274712452,1564,Fashion,285.27,70.86,4
74,2021-01-14 07:30:04.500750125,1897,Beauty,216.32,7.55,2
75,2021-01-14 11:52:40.726787798,2363,Electronics,130.51,7.48,1
76,2021-01-14 16:15:16.952825471,1091,Beauty,247.42,-71.06,4
77,2021-01-14 20:37:53.178863143,2390,Home,486.63,164.08,5
78,2021-01-15 01:00:29.404900816,1955,Electronics,457.44,167.87,2
79,2021-01-15 05:23:05.630938489,2478,Electronics,245.07,-93.48,5
80,2021-01-15 09:45:41.856976162,2451,Home,409.42,21.16,4
81,2021-01-15 14:08:18.083013835,1508,Home,212.49,114.22,2
82,2021-01-15 18:30:54.309051508,1775,Beauty,171.49,11.32,1
83,2021-01-15 22:53:30.535089181,2966,Beauty,375.95,-8.49,2
84,2021-01-16 03:16:06.761126854,1034,Home,564.74,-13.69,1
85,2021-01-16 07:38:42.987164527,1205,Beauty,589.63,65.02,3
86,2021-01-16 12:01:19.213202200,2104,Home,294.62,249.23,2
87,2021-01-16 16:23:55.439239873,2955,Electronics,119.69,106.23,2
88,2021-01-16 20:46:31.665277546,2585,Electronics,37.42,-48.68,5
89,2021-01-17 01:09:07.891315219,2895,Fashion,136.61,-10.31,5
90,2021-01-17 05:31:44.117352892,2411,Electronics,273.09,18.58,4
91,2021-01-17 09:54:20.343390565,2025,Home,482.36,-28.73,1
92,2021-01-17 14:16:56.569428238,2021,Beauty,99.42,-43.65,5
93,2021-01-17 18:39:32.795465911,2413,Fashion,268.5,99.99,4
94,2021-01-17 23:02:09.021503584,1565,Beauty,230.52,-0.23,1
95,2021-01-18 03:24:45.247541256,2129,Home,205.83,69.75,1
96,2021-01-18 07:47:21.473578929,2795,Electronics,260.47,182.59,1
97,2021-01-18 12:09:57.699616602,2845,Fashion,712.28,-1.95,3
98,2021-01-18 16:32:33.925654275,2500,Home,238.6,61.97,1
99,2021-01-18 20:55:10.151691948,1702,Fashion,311.29,-41.89,4
100,2021-01-19 01:17:46.377729621,1401,Fashion,87.25,73.24,1
101,2021-01-19 05:40:22.603767294,1729,Electronics,518.85,144.0,1
102,2021-01-19 10:02:58.829804967,2579,Home,484.57,139.88,4
103,2021-01-19 14:25:35.055842640,1161,Beauty,67.75,43.38,2
104,2021-01-19 18:48:11.281880313,1201,Fashion,40.54,-1.52,1
105,2021-01-19 23:10:47.507917986,2981,Fashion,423.56,58.94,4
106,2021-01-20 03:33:23.733955659,1995,Beauty,333.78,44.09,5
107,2021-01-20 07:55:59.959993332,1269,Home,78.17,76.89,4
108,2021-01-20 12:18:36.186031005,2886,Fashion,153.47,-10.76,3
109,2021-01-20 16:41:12.412068678,1815,Fashion,221.6,7.99,5
110,2021-01-20 21:03:48.638106351,2294,Fashion,120.14,22.54,2
111,2021-01-21 01:26:24.864144024,1455,Home,259.635,93.32,2
112,2021-01-21 05:49:01.090181697,2485,Home,317.53,103.93,4
113,2021-01-21 10:11:37.316219370,2750,Beauty,356.65,5.48,4
114,2021-01-21 14:34:13.542257042,2275,Home,350.28,-52.08,1
115,2021-01-21 18:56:49.768294715,2016,Home,457.13,69.01,1
116,2021-01-21 23:19:25.994332388,2725,Electronics,212.44,98.55,3
117,2021-01-22 03:42:02.220370061,1295,Beauty,622.27,29.27,1
118,2021-01-22 08:04:38.446407734,2748,Fashion,220.43,-17.09,4
119,2021-01-22 12:27:14.672445407,1719,Home,364.33,1.76,4
120,2021-01-22 16:49:50.898483080,2772,Fashion,276.56,171.15,1
121,2021-01-22 21:12:27.124520753,1337,Fashion,452.65,57.74,3
122,2021-01-23 01:35:03.350558426,1878,Electronics,363.36,121.07,4
123,2021-01-23 05:57:39.576596099,2076,Home,530.97,-24.25,3
124,2021-01-23 10:20:15.802633772,1791,Beauty,297.93,136.82,4
125,2021-01-23 14:42:52.028671445,2945,Home,413.55,111.57,3
126,2021-01-23 19:05:28.254709118,1216,Fashion,314.87,31.81,3
127,2021-01-23 23:28:04.480746791,1763,Beauty,799.0,88.72,3
128,2021-01-24 03:50:40.706784464,1187,Home,491.19,143.51,1
129,2021-01-24 08:13:16.932822137,1379,Fashion,582.53,-48.64,2
130,2021-01-24 12:35:53.158859810,1492,Fashion,307.8,-2.06,3
131,2021-01-24 16:58:29.384897483,2064,Electronics,260.77,81.92,3
132,2021-01-24 21:21:05.610935155,2180,Electronics,755.45,41.62,4
133,2021-01-25 01:43:41.836972828,1014,Electronics,259.635,72.9,2
134,2021-01-25 06:06:18.063010501,2836,Fashion,230.03,95.05,4
135,2021-01-25 10:28:54.289048174,1064,Home,108.8,41.165,4
136,2021-01-25 14:51:30.515085847,2880,Electronics,431.74,19.77,3
137,2021-01-25 19:14:06.741123520,2862,Home,241.14,25.28,5
138,2021-01-25 23:36:42.967161193,1520,Electronics,332.27,164.43,2
139,2021-01-26 03:59:19.193198866,2367,Beauty,576.31,46.9,4
140,2021-01-26 08:21:55.419236539,2152,Beauty,190.63,148.43,5
141,2021-01-26 12:44:31.645274212,1647,Electronics,259.635,153.99,5
142,2021-01-26 17:07:07.871311885,2495,Fashion,144.32,-22.48,4
143,2021-01-26 21:29:44.097349558,2086,Electronics,397.0,98.84,3
144,2021-01-27 01:52:20.323387231,2162,Electronics,198.8,-46.42,1
145,2021-01-27 06:14:56.549424904,2522,Fashion,148.91,169.37,4
146,2021-01-27 10:37:32.775462577,1592,Beauty,434.65,41.165,3
147,2021-01-27 15:00:09.001500250,1391,Home,393.18,51.2,2
148,2021-01-27 19:22:45.227537923,2698,Electronics,196.56,-29.21,3
149,2021-01-27 23:45:21.453575596,1418,Fashion,134.48,-8.54,5
150,2021-01-28 04:07:57.679613269,1288,Electronics,152.5,58.1,2
151,2021-01-28 08:30:33.905650942,1378,Fashion,615.16,47.28,2
152,2021-01-28 12:53:10.131688614,2796,Home,374.64,9.19,1
153,2021-01-28 17:15:46.357726287,2513,Home,145.46,110.27,1
154,2021-01-28 21:38:22.583763960,1230,Beauty,295.11,39.8,4
155,2021-01-29 02:00:58.809801633,2017,Fashion,156.71,-40.85,3
156,2021-01-29 06:23:35.035839306,1040,Fashion,487.83,97.63,4
157,2021-01-29 10:46:11.261876979,2051,Beauty,480.46,-52.74,1
158,2021-01-29 15:08:47.487914652,1134,Beauty,259.635,-113.87,5
159,2021-01-29 19:31:23.713952325,1200,Fashion,204.52,47.69,1
160,2021-01-29 23:53:59.939989998,2863,Beauty,259.635,41.165,3
161,2021-01-30 04:16:36.166027671,1779,Home,173.5,54.25,5
162,2021-01-30 08:39:12.392065344,1929,Electronics,1012.86,105.31,4
163,2021-01-30 13:01:48.618103017,2056,Home,256.33,118.76,4
164,2021-01-30 17:24:24.844140690,2071,Beauty,413.29,79.81,1
165,2021-01-30 21:47:01.070178363,1502,Fashion,112.7,-66.09,1
166,2021-01-31 02:09:37.296216036,1406,Fashion,759.29,-17.61,4
167,2021-01-31 06:32:13.522253709,2597,Home,238.68,40.43,4
168,2021-01-31 10:54:49.748291382,2751,Fashion,132.25,41.21,2
169,2021-01-31 15:17:25.974329055,1804,Beauty,408.86,-35.35,3
170,2021-01-31 19:40:02.200366728,1098,Home,817.29,3.01,2
171,2021-02-01 00:02:38.426404400,1683,Fashion,391.22,104.83,2
172,2021-02-01 04:25:14.652442073,2895,Electronics,667.51,80.3,4
173,2021-02-01 08:47:50.878479746,1725,Electronics,309.05,15.32,3
174,2021-02-01 13:10:27.104517419,2570,Beauty,104.04,122.37,4
175,2021-02-01 17:33:03.330555092,1960,Fashion,58.54,-66.12,2
176,2021-02-01 21:55:39.556592765,2762,Beauty,249.97,105.78,2
177,2021-02-02 02:18:15.782630438,1612,Home,56.98,94.77,4
178,2021-02-02 06:40:52.008668111,2966,Electronics,214.29,99.74,1
179,2021-02-02 11:03:28.234705784,2485,Home,235.78,63.72,1
180,2021-02-02 15:26:04.460743457,1642,Fashion,113.76,41.165,4
181,2021-02-02 19:48:40.686781130,2792,Beauty,37.36,87.36,5
182,2021-02-03 00:11:16.912818803,2028,Beauty,274.36,6.75,5
183,2021-02-03 04:33:53.138856476,2241,Beauty,103.75,56.42,1
184,2021-02-03 08:56:29.364894149,1502,Home,259.635,-18.23,3
185,2021-02-03 13:19:05.590931822,1766,Electronics,216.01,12.41,2
186,2021-02-03 17:41:41.816969495,1397,Home,131.91,28.54,3
187,2021-02-03 22:04:18.043007168,1870,Home,90.88,71.98,1
188,2021-02-04 02:26:54.269044841,1794,Fashion,578.3,85.38,4
189,2021-02-04 06:49:30.495082513,1392,Fashion,407.14,175.66,5
190,2021-02-04 11:12:06.721120186,1206,Fashion,414.84,51.85,1
191,2021-02-04 15:34:42.947157859,2038,Electronics,589.86,-35.82,3
192,2021-02-04 19:57:19.173195532,2881,Electronics,259.635,104.0,3
193,2021-02-05 00:19:55.399233205,2577,Fashion,311.25,67.01,1
194,2021-02-05 04:42:31.625270878,1891,Fashion,222.87,24.77,2
195,2021-02-05 09:05:07.851308551,2484,Electronics,159.89,7.96,3
196,2021-02-05 13:27:44.077346224,2714,Beauty,204.53,-9.46,2
197,2021-02-05 17:50:20.303383897,2598,Electronics,148.69,-12.12,2
198,2021-02-05 22:12:56.529421570,1863,Electronics,259.83,-57.64,4
199,2021-02-06 02:35:32.755459243,1742,Electronics,508.78,117.24,1
200,2021-02-06 06:58:08.981496916,2264,Fashion,259.635,74.78,1
201,2021-02-06 11:20:45.207534589,1563,Beauty,259.635,47.44,2
202,2021-02-06 15:43:21.433572262,2020,Electronics,338.82,-9.66,4
203,2021-02-06 20:05:57.659609935,1095,Fashion,262.87,127.15,3
204,2021-02-07 00:28:33.885647608,2923,Home,428.15,-73.65,3
205,2021-02-07 04:51:10.111685281,2757,Home,136.87,29.52,1
206,2021-02-07 09:13:46.337722954,1484,Electronics,49.4,118.57,2
207,2021-02-07 13:36:22.563760626,2430,Home,234.58,-119.41,4
208,2021-02-07 17:58:58.789798299,1230,Beauty,345.68,54.08,4
209,2021-02-07 22:21:35.015835972,1748,Home,57.18,-12.81,3
210,2021-02-08 02:44:11.241873645,2678,Home,303.63,49.69,3
211,2021-02-08 07:06:47.467911318,2194,Beauty,467.65,10.04,5
212,2021-02-08 11:29:23.693948991,1540,Electronics,119.31,87.5,5
213,2021-02-08 15:51:59.919986664,2059,Electronics,375.3,138.6,2
214,2021-02-08 20:14:36.146024337,1524,Beauty,92.8,241.07,5
215,2021-02-09 00:37:12.372062010,2183,Beauty,552.24,30.93,4
216,2021-02-09 04:59:48.598099683,2862,Beauty,95.14,99.04,5
217,2021-02-09 09:22:24.824137356,2722,Home,229.28,67.37,1
218,2021-02-09 13:45:01.050175029,2266,Beauty,396.46,73.29,1
219,2021-02-09 18:07:37.276212702,2109,Fashion,227.23,158.06,3
220,2021-02-09 22:30:13.502250375,2819,Home,10.85,-14.74,3
221,2021-02-10 02:52:49.728288048,1577,Electronics,275.16,11.34,2
222,2021-02-10 07:15:25.954325721,1681,Electronics,121.75,25.96,1
223,2021-02-10 11:38:02.180363394,1556,Electronics,138.02,-38.79,2
224,2021-02-10 16:00:38.406401067,2597,Home,455.96,39.88,2
225,2021-02-10 20:23:14.632438740,2976,Fashion,633.53,41.165,5
226,2021-02-11 00:45:50.858476412,2012,Beauty,317.22,106.27,3
227,2021-02-11 05:08:27.084514085,1645,Beauty,297.47,25.29,2
228,2021-02-11 09:31:03.310551758,1795,Electronics,18.41,131.36,2
229,2021-02-11 13:53:39.536589431,2051,Electronics,820.85,-125.9,3
230,2021-02-11 18:16:15.762627104,2643,Home,291.5,226.03,3
231,2021-02-11 22:38:51.988664777,2579,Fashion,305.37,85.38,1
232,2021-02-12 03:01:28.214702450,2363,Beauty,168.36,5.57,3
233,2021-02-12 07:24:04.440740123,2821,Home,285.86,76.97,5
234,2021-02-12 11:46:40.666777796,2981,Beauty,470.01,27.78,1
235,2021-02-12 16:09:16.892815469,2354,Electronics,704.12,-127.14,2
236,2021-02-12 20:31:53.118853142,2663,Beauty,305.18,43.75,5
237,2021-02-13 00:54:29.344890815,2529,Fashion,46.88,112.92,5
238,2021-02-13 05:17:05.570928488,2371,Fashion,200.39,117.1,1
239,2021-02-13 09:39:41.796966161,2496,Electronics,228.94,60.14,2
240,2021-02-13 14:02:18.023003834,2254,Fashion,562.14,116.62,1
241,2021-02-13 18:24:54.249041507,1189,Fashion,217.97,74.84,4
242,2021-02-13 22:47:30.475079180,2248,Home,887.57,57.81,4
243,2021-02-14 03:10:06.701116853,2408,Beauty,132.64,-15.12,1
244,2021-02-14 07:32:42.927154525,2400,Electronics,110.41,12.22,2
245,2021-02-14 11:55:19.153192198,2306,Electronics,407.4,19.49,2
246,2021-02-14 16:17:55.379229871,2981,Electronics,259.05,62.84,3
247,2021-02-14 20:40:31.605267544,1632,Electronics,131.94,104.25,5
248,2021-02-15 01:03:07.831305217,1627,Electronics,87.1,-9.15,1
249,2021-02-15 05:25:44.057342890,1972,Fashion,209.23,41.165,5
250,2021-02-15 09:48:20.283380563,2768,Home,755.67,155.18,5
251,2021-02-15 14:10:56.509418236,2282,Electronics,69.83,-37.49,4
252,2021-02-15 18:33:32.735455909,2382,Home,282.51,79.21,4
253,2021-02-15 22:56:08.961493582,1709,Home,220.72,60.25,1
254,2021-02-16 03:18:45.187531255,2479,Fashion,189.33,12.45,1
255,2021-02-16 07:41:21.413568928,2434,Electronics,540.64,88.6,2
256,2021-02-16 12:03:57.639606601,1648,Fashion,562.7,-56.61,1
257,2021-02-16 16:26:33.865644274,1317,Electronics,185.94,170.46,2
258,2021-02-16 20:49:10.091681947,2700,Fashion,309.41,250.79,2
259,2021-02-17 01:11:46.317719620,2248,Home,541.15,138.47,1
260,2021-02-17 05:34:22.543757293,2842,Electronics,375.22,-24.81,2
261,2021-02-17 09:56:58.769794966,2257,Beauty,200.67,-146.06,5
262,2021-02-17 14:19:34.995832638,1683,Home,1153.85,78.19,2
263,2021-02-17 18:42:11.221870311,1663,Beauty,668.49,-63.47,5
264,2021-02-17 23:04:47.447907984,2998,Home,116.36,6.95,5
265,2021-02-18 03:27:23.673945657,2850,Fashion,391.53,161.83,5
266,2021-02-18 07:49:59.899983330,2397,Electronics,65.29,169.89,3
267,2021-02-18 12:12:36.126021003,2695,Home,162.79,178.53,3
268,2021-02-18 16:35:12.352058676,2631,Fashion,134.41,47.87,2
269,2021-02-18 20:57:48.578096349,2495,Electronics,259.635,111.73,1
270,2021-02-19 01:20:24.804134022,2256,Electronics,504.28,-119.32,2
271,2021-02-19 05:43:01.030171695,2715,Home,211.95,-79.93,3
272,2021-02-19 10:05:37.256209368,2136,Electronics,144.2,16.94,4
273,2021-02-19 14:28:13.482247041,2853,Home,150.22,107.3,4
274,2021-02-19 18:50:49.708284714,2520,Electronics,78.78,41.165,2
275,2021-02-19 23:13:25.934322387,1441,Beauty,208.13,104.21,3
276,2021-02-20 03:36:02.160360060,1563,Fashion,353.4,-52.28,5
277,2021-02-20 07:58:38.386397733,2291,Beauty,142.56,48.16,3
278,2021-02-20 12:21:14.612435406,2533,Home,461.94,83.99,2
279,2021-02-20 16:43:50.838473079,2830,Beauty,300.84,100.59,3
280,2021-02-20 21:06:27.064510751,2409,Home,274.05,3.88,4
281,2021-02-21 01:29:03.290548424,2410,Electronics,183.57,42.29,5
282,2021-02-21 05:51:39.516586097,2136,Electronics,514.93,-83.26,2
283,2021-02-21 10:14:15.742623770,2636,Home,288.71,31.59,2
284,2021-02-21 14:36:51.968661443,2648,Beauty,254.74,126.53,1
285,2021-02-21 18:59:28.194699116,1951,Electronics,230.17,18.97,5
286,2021-02-21 23:22:04.420736789,2104,Fashion,135.44,-19.83,2
287,2021-02-22 03:44:40.646774462,1698,Electronics,371.82,102.51,3
288,2021-02-22 08:07:16.872812135,1112,Fashion,339.12,222.82,3
289,2021-02-22 12:29:53.098849808,1001,Beauty,174.09,41.165,3
290,2021-02-22 16:52:29.324887481,1641,Fashion,347.21,60.91,3
291,2021-02-22 21:15:05.550925154,1219,Fashion,396.18,101.64,2
292,2021-02-23 01:37:41.776962827,2589,Fashion,170.33,171.09,4
293,2021-02-23 06:00:18.003000500,1854,Fashion,324.5,59.3,5
294,2021-02-23 10:22:54.229038173,2759,Electronics,259.635,76.91,3
295,2021-02-23 14:45:30.455075846,2248,Fashion,192.17,14.16,2
296,2021-02-23 19:08:06.681113519,1384,Electronics,286.61,229.44,2
297,2021-02-23 23:30:42.907151192,2426,Fashion,161.45,97.5,3
298,2021-02-24 03:53:19.133188865,2661,Home,267.56,18.62,1
299,2021-02-24 08:15:55.359226538,2153,Beauty,348.93,-6.03,2
300,2021-02-24 12:38:31.585264211,2076,Fashion,77.82,-108.58,5
301,2021-02-24 17:01:07.811301884,2707,Home,259.635,-86.44,5
302,2021-02-24 21:23:44.037339557,1729,Fashion,549.05,-18.09,1
303,2021-02-25 01:46:20.263377229,2695,Fashion,341.72,114.27,2
304,2021-02-25 06:08:56.489414902,2733,Fashion,428.41,66.09,1
305,2021-02-25 10:31:32.715452575,2439,Home,60.52,-60.38,2
306,2021-02-25 14:54:08.941490248,1246,Beauty,859.8,-34.12,2
307,2021-02-25 19:16:45.167527921,1835,Home,519.09,62.53,1
308,2021-02-25 23:39:21.393565594,2462,Beauty,295.81,173.88,4
309,2021-02-26 04:01:57.619603267,1202,Fashion,504.63,-48.16,3
310,2021-02-26 08:24:33.845640940,2207,Electronics,109.53,76.71,3
311,2021-02-26 12:47:10.071678613,1122,Fashion,199.99,4.37,3
312,2021-02-26 17:09:46.297716286,1400,Beauty,206.27,6.69,1
313,2021-02-26 21:32:22.523753959,1766,Home,79.28,-53.87,2
314,2021-02-27 01:54:58.749791632,1293,Fashion,584.73,90.12,2
315,2021-02-27 06:17:34.975829305,1279,Home,307.13,1.1,5
316,2021-02-27 10:40:11.201866978,2860,Home,552.4,11.88,2
317,2021-02-27 15:02:47.427904651,1883,Home,288.66,118.75,4
318,2021-02-27 19:25:23.653942324,2633,Fashion,192.78,122.92,3
319,2021-02-27 23:47:59.879979997,1197,Home,269.53,-18.39,4
320,2021-02-28 04:10:36.106017670,1981,Home,158.78,63.76,3
321,2021-02-28 08:33:12.332055342,2930,Fashion,366.69,112.5,1
322,2021-02-28 12:55:48.558093015,2534,Home,370.38,25.32,4
323,2021-02-28 17:18:24.784130688,1751,Fashion,139.61,93.63,2
324,2021-02-28 21:41:01.010168361,1143,Beauty,421.13,14.51,3
325,2021-03-01 02:03:37.236206034,1608,Beauty,419.19,12.31,5
326,2021-03-01 06:26:13.462243707,2224,Beauty,187.82,-34.57,4
327,2021-03-01 10:48:49.688281380,2147,Home,229.22,176.96,1
328,2021-03-01 15:11:25.914319053,1186,Electronics,376.11,1.25,5
329,2021-03-01 19:34:02.140356726,2349,Electronics,98.87,-24.1,1
330,2021-03-01 23:56:38.366394399,1463,Home,474.9,-43.63,3
331,2021-03-02 04:19:14.592432072,2372,Electronics,470.41,41.165,4
332,2021-03-02 08:41:50.818469745,2794,Fashion,444.04,-41.36,1
333,2021-03-02 13:04:27.044507418,1659,Electronics,181.85,-17.0,5
334,2021-03-02 17:27:03.270545091,1763,Home,259.635,103.92,5
335,2021-03-02 21:49:39.496582764,1954,Home,223.93,75.9,2
336,2021-03-03 02:12:15.722620437,2955,Fashion,511.81,-67.63,1
337,2021-03-03 06:34:51.948658110,1402,Beauty,133.06,97.99,4
338,2021-03-03 10:57:28.174695783,2369,Home,302.88,42.62,4
339,2021-03-03 15:20:04.400733456,2986,Fashion,93.19,130.97,2
340,2021-03-03 19:42:40.626771128,2534,Electronics,166.99,41.165,5
341,2021-03-04 00:05:16.852808801,1146,Electronics,154.41,-88.69,1
342,2021-03-04 04:27:53.078846474,2171,Fashion,164.39,101.17,5
343,2021-03-04 08:50:29.304884147,1863,Fashion,138.67,170.78,1
344,2021-03-04 13:13:05.530921820,2734,Home,186.24,56.77,1
345,2021-03-04 17:35:41.756959493,2843,Electronics,135.37,41.165,1
346,2021-03-04 21:58:17.982997166,1488,Fashion,259.635,58.0,5
347,2021-03-05 02:20:54.209034839,1928,Electronics,88.51,118.35,5
348,2021-03-05 06:43:30.435072512,2959,Fashion,244.32,70.68,5
349,2021-03-05 11:06:06.661110185,2663,Electronics,271.97,-121.79,3
350,2021-03-05 15:28:42.887147858,1550,Beauty,143.29,30.3,5
351,2021-03-05 19:51:19.113185531,1337,Home,259.635,25.14,2
352,2021-03-06 00:13:55.339223204,1871,Electronics,543.12,97.1,3
353,2021-03-06 04:36:31.565260877,1640,Beauty,551.95,134.15,1
354,2021-03-06 08:59:07.791298550,2802,Electronics,245.05,21.79,4
355,2021-03-06 13:21:44.017336223,2976,Electronics,285.02,-57.99,3
356,2021-03-06 17:44:20.243373896,1472,Beauty,596.71,64.5,3
357,2021-03-06 22:06:56.469411569,2969,Electronics,327.25,41.165,1
358,2021-03-07 02:29:32.695449241,1150,Electronics,474.36,-8.48,5
359,2021-03-07 06:52:08.921486914,2438,Home,88.43,230.57,5
360,2021-03-07 11:14:45.147524587,2321,Beauty,137.09,-14.22,3
361,2021-03-07 15:37:21.373562260,2634,Beauty,97.14,-85.19,5
362,2021-03-07 19:59:57.599599933,1262,Fashion,632.54,88.29,3
363,2021-03-08 00:22:33.825637606,2787,Electronics,127.95,96.56,4
364,2021-03-08 04:45:10.051675279,1143,Home,272.98,110.29,4
365,2021-03-08 09:07:46.277712952,1345,Electronics,315.8,107.19,1
366,2021-03-08 13:30:22.503750625,1623,Electronics,214.15,51.65,2
367,2021-03-08 17:52:58.729788298,2016,Fashion,103.59,52.49,2
368,2021-03-08 22:15:34.955825971,2595,Electronics,640.18,115.16,5
369,2021-03-09 02:38:11.181863644,1880,Home,333.86,168.69,2
370,2021-03-09 07:00:47.407901317,1001,Home,453.96,-60.86,4
371,2021-03-09 11:23:23.633938990,1896,Fashion,246.38,-8.66,1
372,2021-03-09 15:45:59.859976663,2327,Electronics,259.635,90.23,4
373,2021-03-09 20:08:36.086014336,1253,Home,586.14,60.39,3
374,2021-03-10 00:31:12.312052009,2675,Electronics,164.28,-103.25,5
375,2021-03-10 04:53:48.538089682,1452,Electronics,232.45,-5.86,5
376,2021-03-10 09:16:24.764127354,2060,Electronics,262.18,64.21,2
377,2021-03-10 13:39:00.990165027,2183,Fashion,159.02,41.01,3
378,2021-03-10 18:01:37.216202700,2014,Electronics,417.35,11.28,2
379,2021-03-10 22:24:13.442240373,1008,Home,479.51,227.53,2
